episode,type,ground,size,armor,value,xmove,ymove,xaccel,yaccel,xcaccel,ycaccel,xrev,yrev,animate,shapebank,egraphic0,launchtype,enemydie,tur0
1,189,1,1,10,25,3,0,0,0,0,0,0,0,2,11,77,0,0,116
1,190,1,1,10,25,0,0,0,0,1,0,10,0,1,11,127,0,0,0
1,191,1,1,10,25,0,0,0,0,-1,0,-10,0,1,11,127,0,0,0
1,192,1,1,20,0,0,0,0,0,0,0,0,0,1,4,229,0,0,0
1,193,1,1,20,0,0,0,0,0,0,0,0,0,1,4,231,0,0,0
1,194,0,1,30,50,0,0,0,0,0,0,0,0,0,20,13,0,0,2
1,195,1,0,10,25,0,0,0,0,0,0,0,0,0,23,19,0,0,6
1,196,1,1,40,50,0,0,0,0,0,0,0,0,0,8,237,0,0,0
1,197,0,1,40,25,0,0,0,0,0,0,0,0,0,20,277,0,0,60
1,198,0,1,40,75,0,0,0,0,0,0,0,0,0,20,279,199,0,60
1,199,1,0,2,100,0,0,94,94,2,2,5,5,1,20,171,1,0,0
1,200,1,1,0,30000,4,1,0,0,4,0,4,0,0,26,281,0,0,0
1,201,1,1,254,500,0,0,0,0,0,0,0,0,0,6,2,0,0,0
1,202,1,1,254,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
1,203,1,1,254,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
1,204,1,1,254,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0
1,205,1,1,254,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0
1,206,1,1,254,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0
1,207,1,1,254,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0
1,208,1,1,254,0,0,0,0,0,0,0,0,0,0,6,45,0,0,0
1,209,1,1,254,0,0,0,0,0,0,0,0,0,0,6,47,0,0,0
1,210,1,1,254,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0
1,211,1,1,254,0,0,0,0,0,0,0,0,0,0,6,79,0,0,0
1,212,1,1,254,0,0,0,0,0,0,0,0,0,0,6,81,0,0,0
1,213,1,1,254,0,0,0,0,0,0,0,0,0,0,6,83,0,0,0
1,214,1,1,254,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0
1,215,1,1,254,0,0,0,0,0,0,0,0,0,0,6,115,0,0,0
1,216,1,1,254,0,0,0,0,0,0,0,0,0,2,6,117,596,0,0
1,217,1,1,254,0,0,0,0,0,0,0,0,0,0,6,119,0,0,0
1,218,1,1,254,0,0,0,0,0,0,0,0,0,2,6,121,596,0,0
1,219,1,1,254,0,0,0,0,0,0,0,0,0,0,6,123,0,0,0
1,220,1,1,254,0,0,0,0,0,0,0,0,0,0,6,154,0,0,0
1,221,1,1,254,0,0,0,0,0,0,0,0,0,2,6,156,0,0,34
1,222,1,1,254,0,0,0,0,0,0,0,0,0,2,6,158,0,0,34
1,223,1,1,254,0,0,0,0,0,0,0,0,0,0,6,160,0,0,0
1,224,1,1,254,0,0,0,0,0,0,0,0,0,2,6,156,0,0,37
1,225,1,1,254,0,0,0,0,0,0,0,0,0,2,6,158,0,0,37
1,226,1,1,25,75,0,0,0,0,0,0,0,0,2,7,197,0,0,116
1,227,1,1,25,0,0,0,0,0,0,0,0,0,2,7,199,0,0,115
1,228,0,1,20,100,0,0,0,0,0,0,0,0,0,7,269,0,0,0
1,229,0,1,20,0,0,0,0,0,0,0,0,0,0,7,271,0,0,0
1,230,0,1,20,0,0,0,0,0,0,0,0,0,0,7,273,0,0,0
1,231,0,0,20,0,0,0,0,0,0,0,0,0,0,7,275,0,0,0
1,232,0,0,16,100,0,0,0,0,0,0,0,0,0,7,238,0,0,0
1,233,0,1,16,0,0,0,0,0,0,0,0,0,0,7,239,0,0,0
1,234,0,1,16,0,0,0,0,0,0,0,0,0,0,7,241,0,0,0
1,235,0,1,16,0,0,0,0,0,0,0,0,0,0,7,243,0,0,0
1,236,1,1,12,25,0,0,0,0,0,0,0,0,0,7,15,0,0,0
1,237,0,1,25,100,0,0,0,0,0,0,0,0,0,7,55,0,0,0
1,238,0,1,25,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0
1,239,0,1,25,0,0,0,0,0,0,0,0,0,2,7,115,0,0,0
1,240,0,1,25,0,0,0,0,0,0,0,0,0,2,7,77,0,0,143
1,241,0,1,80,250,0,0,0,0,0,0,14,10,1,25,191,0,0,0
1,242,0,1,80,0,0,0,0,0,0,0,14,10,1,25,193,0,0,0
1,243,0,1,80,0,0,0,0,0,0,0,14,10,1,25,153,0,0,255
1,244,0,1,80,0,0,0,0,0,0,0,14,10,1,25,155,0,0,255
1,245,0,1,40,150,0,0,0,0,0,0,0,0,0,25,1,0,0,0
1,246,0,1,40,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0
1,247,0,1,40,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0
1,248,0,1,40,0,0,0,0,0,0,0,0,0,0,25,39,0,0,0
1,249,0,1,40,0,0,0,0,0,0,0,0,0,0,25,41,0,0,0
1,250,0,1,40,0,0,0,0,0,0,0,0,0,0,25,43,556,0,0
1,251,0,1,40,0,0,0,0,0,0,0,0,0,0,25,79,0,0,0
1,252,0,0,40,150,0,0,0,0,0,0,0,0,0,25,19,0,0,0
1,253,0,1,40,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0
1,254,0,1,40,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0
1,255,0,0,40,0,0,0,0,0,0,0,0,0,0,25,38,0,0,0
1,256,0,1,40,0,0,0,0,0,0,0,0,0,0,25,53,0,0,0
1,257,0,1,40,0,0,0,0,0,0,0,0,0,0,25,55,556,0,0
1,258,0,1,40,0,0,0,0,0,0,0,0,0,0,25,79,0,0,0
1,259,1,1,3,25,0,0,0,0,0,0,0,0,1,25,45,0,0,0
1,260,1,1,3,0,0,4,0,0,0,0,0,0,0,8,43,0,0,0
1,261,1,1,3,0,0,5,0,0,0,0,0,0,0,8,43,0,0,0
1,262,1,1,3,0,0,6,0,0,0,0,0,0,0,8,43,0,0,0
1,263,1,1,2,0,0,4,0,0,0,0,0,0,0,8,85,0,0,0
1,264,1,1,2,0,0,5,0,0,0,0,0,0,0,8,85,0,0,0
1,265,1,1,2,0,0,6,0,0,0,0,0,0,0,8,85,0,0,0
1,266,1,1,4,0,0,4,0,0,0,0,0,0,0,8,123,0,0,0
1,267,1,1,4,0,0,5,0,0,0,0,0,0,0,8,123,0,0,0
1,268,1,1,4,0,0,6,0,0,0,0,0,0,0,8,123,0,0,0
1,269,0,1,12,0,0,0,0,0,0,0,0,0,1,8,267,0,0,0
1,270,0,1,12,0,0,0,0,0,0,0,0,0,2,8,127,0,0,145
1,271,0,1,12,0,0,0,0,0,0,0,0,0,2,8,275,463,0,0
1,272,0,1,12,0,0,0,0,0,0,0,0,0,1,23,229,0,0,0
1,273,0,1,12,0,0,0,0,0,0,0,0,0,1,8,193,0,0,144
1,274,0,1,12,0,0,0,0,0,0,0,0,0,1,23,229,0,0,0
1,275,0,1,12,0,0,0,0,0,0,0,0,0,1,23,153,0,0,0
1,276,0,1,12,0,0,0,0,0,0,0,0,0,1,23,191,0,0,0
1,277,0,1,12,0,0,0,0,0,0,0,0,0,1,23,153,0,0,0
1,278,0,1,12,0,0,0,0,0,0,0,0,0,1,23,267,0,0,0
1,279,0,1,12,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0
1,280,0,1,12,0,0,0,0,0,0,0,0,0,1,23,115,0,0,0
1,281,0,1,12,0,0,0,0,0,0,0,0,0,1,23,191,0,0,0
1,282,1,1,3,0,0,2,0,0,0,0,0,0,2,8,79,0,0,59
1,283,1,1,8,0,0,2,0,0,0,0,0,0,0,8,115,0,0,5
1,284,1,1,6,25,0,2,0,0,0,0,0,0,0,8,121,0,0,0
1,285,1,1,8,250,0,2,0,0,0,0,0,0,2,8,157,0,0,24
1,286,1,1,8,50,0,2,93,0,0,0,0,0,1,8,229,0,0,0
1,287,0,1,10,50,0,0,0,0,0,0,0,0,0,8,245,0,0,0
1,288,0,1,16,0,0,0,0,0,0,0,0,0,1,8,283,0,0,0
1,289,0,1,16,50,0,0,0,0,0,0,0,0,0,22,39,0,0,0
1,290,0,1,16,0,0,0,0,0,0,0,0,0,0,22,41,0,0,0
1,291,0,1,16,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0
1,292,0,1,16,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0
1,293,0,1,30,100,0,0,0,0,0,0,0,0,0,22,81,0,0,0
1,294,0,1,30,0,0,0,0,0,0,0,0,0,0,22,83,0,0,0
1,295,0,1,30,0,0,0,0,0,0,0,0,0,0,22,85,0,0,0
1,296,0,1,30,0,0,0,0,0,0,0,0,0,0,22,43,0,0,0
1,297,0,1,30,0,0,0,0,0,0,0,0,0,0,22,45,0,0,0
1,298,0,1,30,0,0,0,0,0,0,0,0,0,0,22,47,0,0,0
1,299,0,1,30,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0
1,300,0,1,30,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0
1,301,0,1,30,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0
1,302,1,1,60,25,0,0,0,0,0,0,0,0,0,13,201,0,0,0
1,303,1,1,60,25,0,0,0,0,0,0,0,0,0,13,203,0,0,0
1,304,1,1,60,50,0,0,0,0,0,0,0,0,0,13,237,0,0,0
1,305,1,1,60,50,0,0,0,0,0,0,0,0,0,13,239,0,0,0
1,306,1,1,60,75,0,0,0,0,0,0,0,0,0,13,241,0,0,0
1,307,1,1,60,100,0,0,0,0,0,0,0,0,0,13,243,0,0,0
1,308,1,1,60,150,0,0,0,0,0,0,0,0,0,13,278,0,0,151
1,309,0,1,40,75,0,0,0,0,0,0,0,0,1,23,77,0,0,0
1,310,0,1,40,0,0,0,0,0,0,0,0,0,1,23,79,0,0,0
1,311,0,1,40,0,0,0,0,0,0,0,0,0,1,23,39,0,0,0
1,312,0,1,40,0,0,0,0,0,0,0,0,0,1,23,41,0,0,0
1,313,0,1,30,50,0,0,0,0,0,0,0,0,1,20,191,0,0,0
1,314,0,1,30,0,0,0,0,0,0,0,0,0,1,20,193,0,0,0
1,315,0,1,30,0,0,0,0,0,0,0,0,0,1,20,153,0,0,0
1,316,0,1,30,0,0,0,0,0,0,0,0,0,1,20,155,0,0,0
1,317,1,0,3,0,0,2,0,0,0,0,0,0,0,8,95,0,0,0
1,318,1,0,3,0,0,4,0,0,0,0,0,0,0,8,95,0,0,0
1,319,1,0,1,0,0,3,0,0,0,0,0,0,0,8,114,0,0,0
1,320,1,0,1,0,0,5,0,0,0,0,0,0,0,8,114,0,0,0
1,321,1,0,2,0,0,4,0,0,0,0,0,0,0,8,133,0,0,0
1,322,1,0,2,0,0,6,0,0,0,0,0,0,0,8,133,0,0,0
1,323,1,0,3,0,0,3,0,0,0,0,0,0,0,8,152,0,0,0
1,324,1,0,3,0,0,5,0,0,0,0,0,0,0,8,152,0,0,0
1,325,0,1,10,20,0,0,0,0,0,0,0,0,2,23,277,0,0,145
1,326,0,1,30,50,0,0,0,0,0,0,0,0,0,23,13,0,0,0
1,327,0,1,30,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0
1,328,0,1,30,0,0,0,0,0,0,0,0,0,0,23,89,0,0,0
1,329,0,1,30,0,0,0,0,0,0,0,0,0,0,23,91,0,0,0
1,330,0,1,30,0,0,0,0,0,0,0,0,0,0,23,51,0,0,0
1,331,0,1,30,0,0,0,0,0,0,0,0,0,0,23,53,0,0,0
1,332,0,1,40,75,0,0,0,0,0,0,0,0,0,20,9,0,0,0
1,333,0,1,40,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0
1,334,0,1,40,0,0,0,0,0,0,0,0,0,0,20,39,0,0,0
1,335,0,1,40,0,0,0,0,0,0,0,0,0,0,20,41,0,0,0
1,336,0,1,40,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0
1,337,0,1,40,0,0,0,0,0,0,0,0,0,1,20,3,0,0,0
1,338,0,1,30,100,0,0,0,0,0,0,0,0,1,20,115,0,0,0
1,339,0,1,30,0,0,0,0,0,0,0,0,0,0,20,267,0,0,0
1,340,0,1,30,0,0,0,0,0,0,0,0,0,0,20,269,0,0,0
1,341,0,1,30,0,0,0,0,0,0,0,0,0,0,20,229,0,0,0
1,342,0,1,30,0,0,0,0,0,0,0,0,0,0,20,231,0,0,0
1,343,0,1,30,75,0,0,0,0,0,0,0,0,0,20,165,0,0,0
